Name,Passport,Snils,Symptoms,Analysis,Doctor,DateStart,DateEnd,Price,Card
Кулешов‎ Миролюб Гурьевич,0303 525998,010-194-139 93,Боль в груди,Электрокардиограмма (ЭКГ),Эндокринолог,2024-07-16T17:00+03:00,2024-07-17T13:08+03:00,5200.0,4188 6884 9628 4904
Зорина Белослава Романовна,8213 294448,730-413-894 73,Повышенное давление,Гастроэнтероскопия,Невропатолог,2024-10-11T14:27+03:00,2024-10-10T19:56+03:00,3800.0,4105 8452 2501 7244
Тихонова Дарина Владиславовна,9611 726923,213-674-756 70,Кашель,УЗИ (ультразвуковое исследование),Онкодерматолог,2024-12-12T19:55+03:00,2024-12-13T18:46+03:00,7500.0,4276 8083 4811 9528
Никифоров‎ Татимир  Владиленович,4311 033678,916-388-766 58,Боль в горле,Рентгенография,Гастроэнтеролог,2025-03-21T18:44+03:00,2025-03-20T19:03+03:00,1700.0,2200 7083 0483 4025
Родин‎ Ратко Ефремович,7423 060539,610-405-363 29,Температура,Гастроэнтероскопия,Диетолог,2025-01-29T20:48+03:00,2025-01-30T17:09+03:00,9800.0,2200 2486 0089 8278
Маркелов‎ Доможир Гаврилович,9512 104016,111-345-906 14,Слабость,МРТ (магнитно-резонансная томография),Уролог,2025-04-25T20:45+03:00,2025-04-24T18:50+03:00,1500.0,5479 4824 3024 5076
Торшин‎ Стоян Валентинович,8623 764592,715-436-363 92,Кашель,Биохимический анализ крови,Невролог,2024-10-28T16:24+03:00,2024-10-29T14:10+03:00,2800.0,5421 0459 0543 5944
Никольский‎ Молчан Леонтьевич,5203 306311,712-675-750 05,Боль в груди,КТ (компьютерная томография),УЗИ-специалист,2024-08-15T20:37+03:00,2024-08-16T15:34+03:00,9500.0,5101 2632 2459 7105
Русанова Бояна Мунавировна,9709 871617,476-513-477 12,Кашель,Электрокардиограмма (ЭКГ),Педиатр,2024-09-12T18:07+03:00,2024-09-13T18:44+03:00,4700.0,2202 1534 1949 9185
Терехов‎ Хотеслав Павлович,7409 762142,094-025-888 77,Одышка,МРТ (магнитно-резонансная томография),Дерматолог,2024-08-07T18:30+03:00,2024-08-08T14:20+03:00,8700.0,5244 6859 4423 0003
Горбунов‎ Властимир Юрьевич,1007 701295,251-740-300 35,Насморк,МРТ (магнитно-резонансная томография),Эндокринолог,2024-07-12T16:48+03:00,2024-07-11T19:24+03:00,5000.0,4276 8029 9577 5955
Малышев‎ Добронрав  Трофимович,6413 315771,799-837-932 21,Боль в груди,Биохимический анализ крови,Ревматолог,2024-08-05T14:42+03:00,2024-08-06T16:09+03:00,6800.0,2202 2038 4029 5801
Зорин‎ Мрак Никандрович,2118 833962,285-388-042 15,Слабость,Биохимический анализ крови,Дерматолог,2024-09-20T14:43+03:00,2024-09-19T16:55+03:00,2800.0,5421 0444 9928 9604
Черняева Станимира Исаевна,9201 140066,309-366-725 91,Температура,Биохимический анализ крови,Кардиолог,2024-09-13T19:04+03:00,2024-09-12T20:47+03:00,3600.0,2200 7021 1997 5493
Золотарёва Дарина Юрьевна,2601 043160,100-162-713 79,Боль в груди,МРТ (магнитно-резонансная томография),Нефролог,2025-03-13T16:35+03:00,2025-03-14T18:31+03:00,9300.0,2200 2420 0417 6021
Цветков‎ Премысл Валерианович,0918 802739,150-016-445 02,Повышенное давление,Биохимический анализ крови,Гастроэнтеролог,2024-12-05T16:27+03:00,2024-12-06T18:09+03:00,5500.0,2202 1525 2709 5805
Грибова Добромила Магометовна,7316 152037,108-724-254 52,Температура,УЗИ (ультразвуковое исследование),Эндокринолог,2025-04-10T12:56+03:00,2025-04-11T13:02+03:00,7600.0,5421 0494 7350 0501
Сидоров‎ Радогор Устинович,7211 548760,921-213-472 60,Одышка,Гастроэнтероскопия,Офтальмолог,2024-07-25T18:14+03:00,2024-07-26T20:49+03:00,7400.0,5479 4814 7063 8313
Прохорова Станислава Иоанновна,6616 997017,445-839-459 31,Головная боль,КТ (компьютерная томография),Гастроэнтеролог,2025-01-22T17:26+03:00,2025-01-23T19:19+03:00,8100.0,5421 0443 3003 6817
Белова Цветана Вадимовна,2819 028903,849-012-775 18,Одышка,Кровь (общий анализ),Кардиолог,2024-08-12T15:00+03:00,2024-08-13T19:13+03:00,4800.0,5479 4871 4353 8312
Потапов‎ Даниил Адамович,7806 407378,500-772-476 61,Слабость,Электрокардиограмма (ЭКГ),Эндоскопист,2024-08-13T14:11+03:00,2024-08-14T16:29+03:00,5800.0,2202 2044 8988 8518
Прохоров‎ Збигнев Арсеньевич,1102 360211,961-461-875 35,Кашель,Электрокардиограмма (ЭКГ),Нефролог,2025-01-30T16:26+03:00,2025-01-31T15:15+03:00,3400.0,4105 8459 3608 0088
Собянина Богдана Батьковна,9720 154701,507-549-074 97,Слабость,Электрокардиограмма (ЭКГ),Диетолог,2024-08-07T18:11+03:00,2024-08-08T19:52+03:00,1100.0,5479 4869 1149 1378
Самсонова Светоcлава Магомедовна,3410 002797,840-537-874 17,Одышка,УЗИ (ультразвуковое исследование),Дерматолог,2024-11-05T17:41+03:00,2024-11-06T19:30+03:00,8200.0,4377 7219 0337 1578
Трошина Зорица Августовна,1903 810342,535-699-243 36,Температура,УЗИ (ультразвуковое исследование),Гепатолог,2024-07-23T15:01+03:00,2024-07-24T18:27+03:00,5000.0,5479 4830 4826 7086
Третьяков‎ Болеслав Вениаминович,6620 769150,139-322-657 66,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Эндокринолог,2025-05-01T18:02+03:00,2025-05-02T20:10+03:00,2500.0,4188 6865 7729 1502
Черная Голуба Афанасьевна,1120 331946,169-475-703 21,Затрудненное дыхание,КТ (компьютерная томография),Ревматолог,2024-11-14T15:14+03:00,2024-11-15T12:15+03:00,7700.0,4276 8001 9616 5207
Судаков‎ Лютогост Ахматович,2816 297830,659-676-925 86,Кашель,УЗИ (ультразвуковое исследование),Гериатр,2024-12-26T18:02+03:00,2024-12-27T15:30+03:00,7200.0,2202 1561 7378 0897
Демьянова Лада Максимовна,9613 080283,409-538-563 04,Слабость,КТ (компьютерная томография),Онкогинеколог,2024-10-31T17:31+03:00,2024-11-01T13:52+03:00,1800.0,2202 2056 8344 7546
Ермолова Воислава Никандровна,2422 717037,114-057-826 31,Затрудненное дыхание,Рентгенография,Физиотерапевт,2024-10-25T12:39+03:00,2024-10-24T14:28+03:00,9400.0,2202 1561 1660 9400
Ильина Венцеслава Вадимовна,2314 577679,309-364-057 70,Повышенное давление,Гастроэнтероскопия,Педиатр,2024-12-03T18:15+03:00,2024-12-04T20:00+03:00,2700.0,4105 8431 8668 2899
Высоцкий‎ Росслав  Андроникович,7306 128789,990-811-865 49,Боль в груди,Электрокардиограмма (ЭКГ),Пульмонолог,2025-04-11T14:15+03:00,2025-04-10T17:09+03:00,8200.0,2200 2431 4471 0251
Савельев‎ Мутимир Васильевич,3700 641490,649-006-735 03,Боль в груди,Электрокардиограмма (ЭКГ),Физиотерапевт,2024-12-20T19:02+03:00,2024-12-19T12:49+03:00,2300.0,2202 1504 0502 4617
Сергеев‎ Сулислав Юльевич,1220 346865,563-985-624 52,Затрудненное дыхание,КТ (компьютерная томография),Травматолог,2025-04-18T15:09+03:00,2025-04-17T17:23+03:00,6100.0,5479 4852 4356 6292
Рубцова Людмила Авенировна,6607 776913,045-174-760 56,Головная боль,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2024-08-19T14:54+03:00,2024-08-20T14:04+03:00,7500.0,2200 2427 2977 7356
Мясников‎ Громобой Ануфриевич,6820 217118,075-940-097 89,Насморк,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2024-12-02T13:07+03:00,2024-12-03T18:34+03:00,3400.0,4105 8494 9537 2964
Воронков‎ Мезамир Натанович,0203 574557,592-714-407 11,Затрудненное дыхание,КТ (компьютерная томография),Эндокринолог,2024-10-21T19:51+03:00,2024-10-22T19:23+03:00,6900.0,2200 7087 6409 0386
Минин‎ Деян Ефимович,7903 517431,481-249-691 10,Боль в груди,Гастроэнтероскопия,Онколог,2024-07-25T17:18+03:00,2024-07-26T14:57+03:00,3400.0,4105 8417 2135 6713
Парамонов‎ Велислав Фадеевич,5220 993883,668-562-194 49,Температура,КТ (компьютерная томография),Онкогинеколог,2025-04-18T12:50+03:00,2025-04-17T14:19+03:00,8100.0,2202 2093 1845 4722
Светличный‎ Илья Аверьянович,5100 139933,186-315-429 82,Температура,Электрокардиограмма (ЭКГ),Гастроэнтеролог,2025-03-21T18:47+03:00,2025-03-20T18:32+03:00,3600.0,4105 8455 7349 0543
Второва Велислава Гавриловна,6913 593771,348-998-268 70,Слабость,Электрокардиограмма (ЭКГ),Пульмонолог,2025-03-25T13:07+03:00,2025-03-26T16:15+03:00,7900.0,2200 7040 2074 0685
Швецов‎ Евгений Батькович,1000 856495,103-422-841 04,Одышка,Гастроэнтероскопия,Кардиолог,2024-08-21T18:31+03:00,2024-08-22T15:17+03:00,5600.0,4377 7203 4703 0243
Минаев‎ Людмил Гордеевич,8117 284422,794-971-020 58,Головная боль,Электрокардиограмма (ЭКГ),Иммунолог,2025-01-09T19:12+03:00,2025-01-10T15:27+03:00,7700.0,2202 1553 3861 9118
Евсеев‎ Молокоед Герасимович,3714 158988,381-274-236 78,Насморк,Биохимический анализ крови,Психиатр,2024-11-12T15:42+03:00,2024-11-13T19:47+03:00,3800.0,5479 4841 4001 1552
Ельцина Цветава Платоновна,3013 226395,566-206-071 85,Температура,Гастроэнтероскопия,Эндокринолог,2025-03-28T15:42+03:00,2025-03-27T19:14+03:00,3400.0,4188 6810 2996 1662
Чернышева Пламена Игнатьевна,8717 091748,867-129-283 44,Температура,Гастроэнтероскопия,Гериатр,2024-09-03T16:23+03:00,2024-09-04T15:00+03:00,9000.0,4276 8028 3562 5876
Князев‎ Хотимир Ануфриевич,3900 901295,224-721-138 34,Боль в груди,Биохимический анализ крови,Стоматолог,2024-07-19T13:17+03:00,2024-07-18T12:52+03:00,1900.0,2200 7042 4534 1830
Васильев‎ Зоран Антонович,8008 343743,717-535-265 06,Температура,КТ (компьютерная томография),Гериатр,2025-05-07T19:50+03:00,2025-05-08T16:45+03:00,4200.0,5101 2633 2965 1744
Родионова Преслава Павловна,9103 944907,632-525-865 92,Кашель,УЗИ (ультразвуковое исследование),Онкодерматолог,2024-09-13T12:53+03:00,2024-09-12T17:33+03:00,2100.0,5101 2643 4859 8825
